external_id,site,finalidade,tipo,titulo,preco,preco_m2,area_m2,quartos,banheiros,vagas,suites,andar,numero_endereco,bairro,cidade,estado,condominio,iptu,endereco,descricao,portaria,vista_mar,condominio_fechado,piscina,deck,varanda_gourmet,varanda,academia,salao_festa,salao_jogos,quadra_campo,latitude,longitude,is_lancamento,data_coleta,url
olx_olx_dom_137600980590594,OLX,venda,outro,Residencial João Cordeiro com Vista Lateral para o Mar + Lazer Completo,895000.0,11187.5,80,,,,,,,Joaquim Távora,Fortaleza,CE,,,,,,,,,,,,,,,,,,False,2026-06-21T02:30:43+00:00,https://ce.olx.com.br/fortaleza-e-regiao/imoveis/residencial-joao-cordeiro-com-vista-lateral-para-o-mar-lazer-completo-1475283642
olx_olx_dom_244909661970215,OLX,venda,outro,O melhor custo-benefício da Aldeota está ao seu alcance!,725000.0,5800.0,125,,,,,,,Aldeota,Fortaleza,CE,,,,,,,,,,,,,,,,,,False,2026-06-21T02:30:43+00:00,https://ce.olx.com.br/fortaleza-e-regiao/imoveis/o-melhor-custo-beneficio-da-aldeota-esta-ao-seu-alcance-1477716380
olx_olx_dom_241735709018783,OLX,venda,apartamento,Excelente apartamento compacto na Aldeota,650000.0,11403.51,57,,,,,,,Aldeota,Fortaleza,CE,,,,,,,,,,,,,,,,,,False,2026-06-21T02:30:43+00:00,https://ce.olx.com.br/fortaleza-e-regiao/imoveis/excelente-apartamento-compacto-na-aldeota-1486690460
olx_olx_dom_169042637614021,OLX,venda,outro,"Viver bem na Aldeota: 105m², varanda ventilada e 3 quartos",750000.0,7142.86,105,3,,,,,,Aldeota,Fortaleza,CE,,,,,,,,,,,,,,,,,,False,2026-06-21T02:30:43+00:00,https://ce.olx.com.br/fortaleza-e-regiao/imoveis/viver-bem-na-aldeota-105m-varanda-ventilada-e-3-quartos-1487700500
olx_olx_dom_189748375384751,OLX,venda,outro,Meet Aldeota (Nunca habitado),1520000.0,12991.45,117,,,,,,,Aldeota,Fortaleza,CE,,,,,,,,,,,,,,,,,,False,2026-06-21T02:30:43+00:00,https://ce.olx.com.br/fortaleza-e-regiao/imoveis/meet-aldeota-nunca-habitado-1394023483
olx_olx_dom_156916161957721,OLX,venda,apartamento,A Cobertura duplex que você precisa! (Meireles),1290000.0,8322.58,155,,,,,,,Meireles,Fortaleza,CE,,,,,,,,,,,,,,,,,,False,2026-06-21T02:30:43+00:00,https://ce.olx.com.br/fortaleza-e-regiao/imoveis/a-cobertura-duplex-que-voce-precisa-meireles-1407677013
olx_olx_dom_17067822126103,OLX,venda,outro,4 Suítes e 4 Vagas no Meireles - Preço Muito Abaixo da Região!,1100000.0,6285.71,175,,,,,,,Meireles,Fortaleza,CE,,,,,,,,,,,,,,,,,,False,2026-06-21T02:30:43+00:00,https://ce.olx.com.br/fortaleza-e-regiao/imoveis/4-suites-e-4-vagas-no-meireles-preco-muito-abaixo-da-regiao-1446882115
olx_olx_dom_71413776056079,OLX,venda,outro,Meireles | 175 m² | 3 Suítes,1000000.0,5714.29,175,,,,,,,Meireles,Fortaleza,CE,,,,,,,,,,,,,,,,,,False,2026-06-21T02:30:43+00:00,https://ce.olx.com.br/fortaleza-e-regiao/imoveis/meireles-175-m-3-suites-1475283558
olx_olx_dom_277088978627482,OLX,venda,apartamento,Apartamento na Aldeota,750000.0,3750.0,200,,,,,,,Aldeota,Fortaleza,CE,,,,,,,,,,,,,,,,,,False,2026-06-21T02:30:43+00:00,https://ce.olx.com.br/fortaleza-e-regiao/imoveis/apartamento-na-aldeota-1350602082
olx_olx_dom_76942115054938,OLX,venda,apartamento,"Cobertura exclusiva no Meireles para quem quer espaço, vista e privacidade de verdade.",4200000.0,13418.53,313,,,,,,,Meireles,Fortaleza,CE,,,,,,,,,,,,,,,,,,False,2026-06-21T02:30:43+00:00,https://ce.olx.com.br/fortaleza-e-regiao/imoveis/cobertura-exclusiva-no-meireles-para-quem-quer-espaco-vista-e-privacidade-de-verdade-1412156095
olx_olx_dom_20841633648126,OLX,venda,apartamento,Apartamento Bairro Centro - Excelente Localização e Custo-Benefício!,480000.0,3902.44,123,,,,,,,Centro,Fortaleza,CE,,,,,,,,,,,,,,,,,,False,2026-06-21T02:30:43+00:00,https://ce.olx.com.br/fortaleza-e-regiao/imoveis/apartamento-bairro-centro-excelente-localizacao-e-custo-beneficio-1487025707
olx_olx_dom_128423425344475,OLX,venda,outro,EXCELENTE OPORTUNIDADE NO CONDOMINIO JARDINS DE ATLANTIDA,850000.0,9042.55,94,,,,,,,Mucuripe,Fortaleza,CE,,,,,,,,,,,,,,,,,,False,2026-06-21T02:30:43+00:00,https://ce.olx.com.br/fortaleza-e-regiao/imoveis/excelente-oportunidade-no-condominio-jardins-de-atlantida-1457463013
olx_olx_dom_109139597051587,OLX,venda,apartamento,"*VALOR SUJEITO A ALTERAÇÃO SEM AVISO PRÉVIO* - Apartamento com 4 dormitórios à venda, 311",5380370.0,17300.23,311,,,,,,,Meireles,Fortaleza,CE,,,,,,,,,,,,,,,,,,False,2026-06-21T02:30:43+00:00,https://ce.olx.com.br/fortaleza-e-regiao/imoveis/valor-sujeito-a-alteracao-sem-aviso-previo-apartamento-com-4-dormitorios-a-venda-311-1373875205
olx_olx_dom_93177617627713,OLX,venda,apartamento,"Apartamento com 2 dormitórios à venda, 55 m² por R$ 478.000,00 - Presidente Kennedy - Fort",478000.0,8690.91,55,,,,,,,Presidente Kennedy,Fortaleza,CE,,,,,,,,,,,,,,,,,,False,2026-06-21T02:30:43+00:00,https://ce.olx.com.br/fortaleza-e-regiao/imoveis/apartamento-com-2-dormitorios-a-venda-55-m-por-r-478-000-00-presidente-kennedy-fort-1273526602
olx_olx_dom_237163213452999,OLX,venda,apartamento,"Open Residence - Apartamento com 3 dormitórios à venda, 115 m² por R$ 1.200.000 - Parque D",1200000.0,10434.78,115,,,,,,,Parque Iracema,Fortaleza,CE,,,,,,,,,,,,,,,,,,False,2026-06-21T02:30:43+00:00,https://ce.olx.com.br/fortaleza-e-regiao/imoveis/open-residence-apartamento-com-3-dormitorios-a-venda-115-m-por-r-1-200-000-parque-d-1505277551
olx_olx_dom_70551136893635,OLX,venda,apartamento,"Mirus Living - Apartamento com 3 quartos à venda, 85 m² por R$ 899.000 - Mucuripe- Fortale",899000.0,10453.49,86,3,,,,,,Varjota,Fortaleza,CE,,,,,,,,,,,,,,,,,,False,2026-06-21T02:30:43+00:00,https://ce.olx.com.br/fortaleza-e-regiao/imoveis/mirus-living-apartamento-com-3-quartos-a-venda-85-m-por-r-899-000-mucuripe-fortale-1455414211
olx_olx_dom_141350486361797,OLX,venda,apartamento,"Apartamento com 3 quartos à venda, 203 m² por R$ 1.100.000 - Aldeota - Fortaleza/CE",1100000.0,5392.16,204,3,,,,,,Aldeota,Fortaleza,CE,,,,,,,,,,,,,,,,,,False,2026-06-21T02:30:43+00:00,https://ce.olx.com.br/fortaleza-e-regiao/imoveis/apartamento-com-3-quartos-a-venda-203-m-por-r-1-100-000-aldeota-fortaleza-ce-1468713143
olx_olx_dom_183391719852096,OLX,venda,apartamento,"Condomínio Reserva Imperial - Apartamento com 3 Quartos à venda, 161 m² por R$ 1.900.000 -",1900000.0,11801.24,161,3,,,,,,Guararapes,Fortaleza,CE,,,,,,,,,,,,,,,,,,False,2026-06-21T02:30:43+00:00,https://ce.olx.com.br/fortaleza-e-regiao/imoveis/condominio-reserva-imperial-apartamento-com-3-quartos-a-venda-161-m-por-r-1-900-000-1449447163
olx_olx_dom_160678070766410,OLX,venda,apartamento,"Portal de Ávila - Apartamento à venda, 73 m² - Parque Iracema - Fortaleza/CE",691000.0,9465.75,73,,,,,,,Parque Iracema,Fortaleza,CE,,,,,,,,,,,,,,,,,,False,2026-06-21T02:30:43+00:00,https://ce.olx.com.br/fortaleza-e-regiao/imoveis/portal-de-avila-apartamento-a-venda-73-m-parque-iracema-fortaleza-ce-1482639268
olx_olx_dom_8299015289436,OLX,venda,apartamento,"Golf Ville Residence - Apartamento à venda, 115 m² por R$ 1.650.000 - Porto das Dunas - Aq",1650000.0,14347.83,115,,,,,,,,Fortaleza,CE,,,,,,,,,,,,,,,,,,False,2026-06-21T02:30:43+00:00,https://ce.olx.com.br/fortaleza-e-regiao/imoveis/golf-ville-residence-apartamento-a-venda-115-m-por-r-1-650-000-porto-das-dunas-aq-1483022677
olx_olx_dom_92776642920695,OLX,venda,apartamento,"Hemisphere Residence - Apartamento com 2 dormitórios à venda, 65 m² por R$ 1.109.000 - Mei",1109000.0,17061.54,65,,,,,,,Meireles,Fortaleza,CE,,,,,,,,,,,,,,,,,,False,2026-06-21T02:30:43+00:00,https://ce.olx.com.br/fortaleza-e-regiao/imoveis/hemisphere-residence-apartamento-com-2-dormitorios-a-venda-65-m-por-r-1-109-000-mei-1484285833
olx_olx_dom_104921715726803,OLX,venda,apartamento,"Apartamento com 3 dormitórios à venda, 102 m² por R$ 1.395.000 - Porto das Dunas - Aquiraz",1395000.0,13676.47,102,,,,,,,,Fortaleza,CE,,,,,,,,,,,,,,,,,,False,2026-06-21T02:30:43+00:00,https://ce.olx.com.br/fortaleza-e-regiao/imoveis/apartamento-com-3-dormitorios-a-venda-102-m-por-r-1-395-000-porto-das-dunas-aquiraz-1505276728
olx_olx_dom_72888219631179,OLX,venda,apartamento,"Porto das Dunas Beach - Apartamento com 2 quartos à venda, 46 m² por R$ 340.000 - Porto da",340000.0,7234.04,47,2,,,,,,,Fortaleza,CE,,,,,,,,,,,,,,,,,,False,2026-06-21T02:30:43+00:00,https://ce.olx.com.br/fortaleza-e-regiao/imoveis/porto-das-dunas-beach-apartamento-com-2-quartos-a-venda-46-m-por-r-340-000-porto-da-1452161485
olx_olx_dom_19581798668190,OLX,venda,apartamento,"Open Residence - Apartamento com 4 dormitórios à venda, 125 m² por R$ 1.050.000 - Parque D",1050000.0,8400.0,125,,,,,,,Parque Iracema,Fortaleza,CE,,,,,,,,,,,,,,,,,,False,2026-06-21T02:30:43+00:00,https://ce.olx.com.br/fortaleza-e-regiao/imoveis/open-residence-apartamento-com-4-dormitorios-a-venda-125-m-por-r-1-050-000-parque-d-1484285622
olx_olx_dom_205171766584522,OLX,venda,apartamento,"Celebration Residence - Apartamento com 3 quartos à venda, 81 m² por R$ 695.000 - Edson Qu",695000.0,8580.25,81,3,,,,,,Edson Queiroz,Fortaleza,CE,,,,,,,,,,,,,,,,,,False,2026-06-21T02:30:43+00:00,https://ce.olx.com.br/fortaleza-e-regiao/imoveis/celebration-residence-apartamento-com-3-quartos-a-venda-81-m-por-r-695-000-edson-qu-1447623448
olx_olx_dom_174947706807777,OLX,venda,apartamento,"Apartamento à venda no Meireles, 60m² - 2 quartos - 2 suítes - 1 vaga - R$ 579.900,00",579900.0,9506.56,61,2,,,,,,Meireles,Fortaleza,CE,,,,,,,,,,,,,,,,,,False,2026-06-21T02:30:43+00:00,https://ce.olx.com.br/fortaleza-e-regiao/imoveis/apartamento-a-venda-no-meireles-60m-2-quartos-2-suites-1-vaga-r-579-900-00-1484612818
